,RPI,consumentenprijsindex,interstrate,huizenprijsindex,reelehuizenprijsindex,reelehuurprijsindex,loonindex,caprent,kapitaliseerdehuur,reele huizenprijs,interstrate
1995,17645.47481,13884.42396,0.06899167,1435.176592,10.33659442,127.0882743,77459.57278,1352.122739,119.724574,173.5041394,0.06899167
1996,18472.60644,14176.80573,0.06899167,1699.950809,11.99107078,130.3016123,78938.24304,1386.310216,122.751726,201.2752297,0.06899167
1997,19174.56548,14482.54505,0.05576667,1977.142417,13.65189896,132.3977617,81213.12036,1639.262355,145.1495352,229.152938,0.05576667
1998,19845.67528,14760.8272,0.04631667,2392.068831,16.20552018,134.4482596,83942.97314,1885.229073,166.9288157,272.0165577,0.04631667
1999,20579.96526,15080.66615,0.0462925,2996.991928,19.87307389,136.4658899,86672.82593,1914.16895,169.4913157,333.5780086,0.0462925
2000,21032.7245,15456.90361,0.05403833,3539.219275,22.89733678,136.0733367,89516.42258,1721.611992,152.4412365,384.3415492,0.05403833
2001,21558.54261,16166.33757,0.049575,3820.900245,23.63491563,133.3545246,93497.45789,1788.193424,158.336732,396.7221243,0.049575
2002,22119.06472,16708.80223,0.0489025,3752.255033,22.45675651,132.3797147,96909.77387,1791.275189,158.6096089,376.9462217,0.0489025
2003,22672.04133,17065.74547,0.04123167,3536.412934,20.72228805,132.851163,99639.62666,2005.855552,177.6097646,347.8324299,0.04123167
2004,23374.87462,17267.59279,0.04095,3612.628263,20.92143536,135.368461,100777.0653,2052.592283,181.7480983,351.1752024,0.04095
2005,24146.24548,17562.94291,0.03374,3834.560821,21.83324765,137.4840515,101573.2724,2340.55246,207.2457167,366.48036,0.03374
2006,24870.63284,17764.79022,0.0378075,4173.331832,23.49215375,139.9995865,103620.662,2229.026572,197.3705855,394.3258053,0.0378075
2007,25268.56297,18050.49323,0.04288167,4681.920179,25.93790718,139.9882133,105781.7954,2062.238795,182.6022549,435.3788182,0.04288167
2008,27044.50774,18500.19718,0.0422675,4963.083706,26.82719356,146.1849702,109307.8553,2173.18869,192.4263845,450.3058688,0.0422675
2009,26013.55576,18720.59664,0.03686833,4650.522941,24.84174533,138.9568733,112378.9397,2246.009765,198.8743732,416.9792747,0.03686833
2010,23456.55509,18958.80616,0.02990083,4716.148228,24.87576585,123.7237983,113743.866,2253.587027,199.5453067,417.5503237,0.02990083
2011,24444.35094,19402.57342,0.0298875,4545.859052,23.42915526,125.985097,114995.0486,2295.333127,203.2417418,393.2683488,0.0298875
2012,25746.22751,19878.99246,0.0193275,4315.157649,21.70712453,129.5147506,116587.4627,2921.769796,258.7099779,364.3633297,0.0193275
2013,26730.42702,20377.67407,0.019613333,4288.642168,21.04578841,131.1750641,117952.3891,2940.265953,260.3477321,353.2625213,0.019613333
2014,27731.40946,20576.55305,0.0145425,4731.779464,22.99597728,134.7718901,118976.0839,3408.279448,301.7882867,385.997272,0.0145425
2015,29971.93184,20710.12848,0.006901667,5310.101436,25.64011827,144.7211294,120682.2419,4536.475458,401.685125,430.3803045,0.006901667
2016,31786.88684,20776.17411,0.0029,6079.884927,29.26373689,152.9968255,122843.3753,5483.757185,485.5627922,491.2042863,0.0029
2017,32036.23337,21061.87711,0.0052,6612.844172,31.39722133,152.1053095,124549.5333,5036.599653,445.9689422,527.0157312,0.0052
2018,32841.81445,21422.53077,0.0057,7380.858154,34.45371713,153.305017,127051.8984,4993.648764,442.1658282,578.3203149,0.0057
2019,33733.70779,21985.77384,-0.0007,7702.70509,35.03495099,153.4342527,130236.7266,6314.166777,559.0919415,588.0765727,-0.0007
