EntryID,Source,Year,Month,Day,Asking Price,Real Price,Street,No,Street2,No2,Size,Revenu,brut,net,Price,SalesPrice,yield,yields,Charges,CreditF,Credit,Annuite,CreditFonc,InitMiseAPrix,Comment,Type,"Date 
Completed"
1498,Figaro,1889,11,6,0,0,Rue de Poitou,40,,,,6225,1,,60000,,0.10375,,,0,,,0,,,,India
1499,Figaro,1889,11,6,0,0,Rue de Flandre,152,,,1140,12685,1,,80000,,0.1585625,,,0,0,,0,,,,India
1500,Figaro,1889,11,6,0,0,Rue de l'Arbalete,35,,,,5000,1,,50000,,0.1,,,0,,,0,,,,India
1501,Figaro,1889,11,11,0,0,Rue Gretry,3,,,,13930,0,,150000,,0.092866667,,,0,,,0,,,,India
1502,Figaro,1889,11,11,0,0,Rue Michelet,7,,,349.89,21303,0,,330000,,0.064554545,,,0,,,0,,,,India
1503,Figaro,1890,1,1,0,0,Rue Saint-Simon,15,,,379,17200,1,,160000,,0.1075,,,0,,,0,,,,India
1504,Figaro,1890,1,1,0,0,Rue Saint-Simon,17,Rue de Grenelle,90,360,11460,1,,110000,,0.104181818,,,0,,,0,,,,India
1505,Figaro,1890,1,6,0,0,Rue Tournefort,43,,,870,8370,0,,100000,,0.0837,,,0,,,0,,,,India
1506,Figaro,1890,1,6,0,0,Rue Bachelet,11,,,300,5630,0,,40000,,0.14075,,,0,,,0,,,,India
1507,Figaro,1890,1,6,0,0,Rue Poterie,5,,,,8000,0,,80000,,0.1,,,0,,,0,,,,India
1508,Figaro,1890,1,11,0,0,Rues de Rambuteau,39,Beaubourg,20,,28070,1,,400000,,0.070175,,,0,,,0,,,,India
1509,Figaro,1890,1,16,0,0,Rue Turgot,11,,,193,5500,1,,60000,,0.091666667,,,0,,,0,,,,India
1510,Figaro,1890,1,16,0,0,Rue Condorcet,30,Rochechouart,46,211.23,18140,1,,200000,,0.0907,,,0,,,0,,,,India
1511,Figaro,1890,1,21,0,0,Boulevard du Temple,38,,,,8114,0,,90000,,0.090155556,,,0,,,0,,,,India
1512,Figaro,1890,1,21,0,0,Rue Boursault,81,,,130,4189,0,,50000,,0.08378,,,0,,,0,,,,India
1513,Figaro,1890,1,21,0,0,Rue de Tournon,2,,,,37600,0,,450000,,0.083555556,,,0,,,0,,,,India
1514,Figaro,1890,1,31,0,0,Rue Etienne-Marcel,38,Rue Montmartre,35,374.27,29160,1,,300000,,0.0972,,,0,,,0,,,,India
1515,Figaro,1890,1,31,0,0,Rue Denfert-Rochereau,95,,,,20933,1,,250000,,0.083732,,,0,,,0,,,,India
1516,Figaro,1890,1,31,0,0,Rue de Flandre,159_161,,,1088.31,19300,0,,280000,,0.068928571,,,0,,,0,,,,India
1517,Figaro,1890,2,1,0,0,Rue Moret,10,,,,3610,1,,35000,,0.103142857,,,0,,,0,,,,India
1518,Figaro,1890,2,1,0,0,Rue de Turenne,112,,,,19600,1,,180000,,0.108888889,,,0,,,0,,,,India
1519,Figaro,1890,2,6,0,0,Rue Vanneau,35,,,360,14370,1,,150000,,0.0958,,,0,,,0,,,,India
1520,Figaro,1890,2,6,0,0,Rue Logelbach,12,,,,15342,1,,225000,,0.068186667,,,0,0,,0,,,,India
1521,Figaro,1890,2,6,0,0,Rue Phalsbourg,18,,,,19320,1,,285000,,0.067789474,,,0,0,,0,,,,India
1522,Figaro,1890,2,6,0,0,Rue d'Enghien,16,,,618,28040,1,,300000,,0.093466667,,,0,,,0,,,,India
1523,Figaro,1890,2,6,0,0,Rue du Delta,12,Boulevard Rochechouart,13,1584.12,40266,1,,400000,,0.100665,,,0,0,,0,,,,India
1524,Figaro,1890,2,11,0,0,Passage Maurice,17_19,,,708,10200,0,,40000,,0.255,,,0,,,0,,,,India
1525,Figaro,1890,2,11,0,0,Boulevard St-Germain,159,,,,20371,0,,150000,,0.135806667,,,0,,,0,,,,India
1526,Figaro,1890,2,16,0,0,Boulevard du Portal-Royal,31_33,,,830,30400,0,,325000,,0.093538462,,,0,,,0,,,,India
1527,Figaro,1890,2,16,0,0,Rue du Faubg Poissoniere,9,Rue Rougemont,8,3840.64,165820,0,,1600000,,0.1036375,,,0,,,0,,,,India
1528,Figaro,1890,2,16,0,0,Rue St-Lazare,107,Passage hu Havre,,786,59540,0,,600000,,0.099233333,,,0,,,0,,,,India
1529,Figaro,1890,2,21,0,0,Rue George-Sand,30,,,490,1900,1,,30000,,0.063333333,,,0,,,0,,,,India
1530,Figaro,1890,2,21,0,0,Avenue d'Orleans,22,,,,4000,0,,65000,,0.061538462,,,0,,,0,,,,India
1531,Figaro,1890,2,26,0,0,Rue St-Florentin,11,,,903,50967,1,,600000,,0.084945,,,0,,,0,,,,India
1532,Figaro,1890,2,26,0,0,Rue St-Marc,17,,,585,34421,1,,350000,,0.098345714,,,0,,,0,,,,India
1533,Figaro,1890,2,26,0,0,Rue Beranger,15,,,910,37100,1,,525000,,0.070666667,,,0,,,0,,,,India
1534,Figaro,1890,2,26,0,0,Avenue du Maine,41,Boulevard de Montrouge,,2379,26650,0,,300000,,0.088833333,,,0,,,0,,,,India
1535,Figaro,1890,2,28,0,0,Ru du Caire,19,,,,18019,1,,200000,,0.090095,,,0,,,0,,,,India
1536,Figaro,1890,2,28,0,0,Rue Van-Loo,23,,,,6580,1,,100000,,0.0658,,,0,,,0,,,,India
1537,Figaro,1890,2,28,0,0,Avenue de Versailles,143,,,,5970,1,,15000,,0.398,,,0,,,0,,,,India
1538,Figaro,1890,2,28,0,0,Rue Raynouard,90,,,,3815,1,,15000,,0.254333333,,,0,,,0,,,,India
1539,Figaro,1890,3,1,0,0,Rue Pasquier,2_4,,,811,90360,1,,1300000,,0.069507692,,,0,,,0,,,,India
1540,Figaro,1890,3,1,0,0,Rue de Bievre,28,,,155,5041,0,,50000,,0.10082,,,0,,,0,,,,India
1541,Figaro,1890,3,1,0,0,Boulevard de La Tour-Maubourg,80_82,,,,12500,1,,100000,,0.125,,,0,,,0,,,,India
1542,Figaro,1890,3,1,0,0,Rue Chevret,5 bis_7,,,,14000,1,,80000,,0.175,,,0,,,0,,,,India
1543,Figaro,1890,3,1,0,0,Rue Saint-Benoit,26,,,,8000,1,,50000,,0.16,,,0,,,0,,,,India
1544,Figaro,1890,3,6,0,0,Rue du Bois,23,Rue des Pres,66,586.43,2280,1,,23000,,0.099130435,,,0,,,0,,,,India
1545,Figaro,1890,3,6,0,0,Rue de Vaugirard,145,,,390,6000,1,,50000,,0.12,,,0,,,0,,,,India
1546,Figaro,1890,3,6,0,0,Rue Quincampoix,13,,,,8000,1,,80000,,0.1,,,0,,,0,,,,India
1547,Figaro,1890,3,6,0,0,Rue de la Chapelle,14,,,186,8400,1,,120000,,0.07,,,0,,,0,,,,India
1548,Figaro,1890,3,6,0,0,Rue Therese,9,,,270,15660,1,,150000,,0.1044,,,0,,,0,,,,India
1549,Figaro,1890,3,6,0,0,Ru du Fg-Poissonniere,111,,,445,14652,1,,130000,,0.112707692,,,0,,,0,,,,India
1550,Figaro,1890,3,11,0,0,Rue des Blancs-Manteaux,40,Rue du Temple,44 bis,1369.7,43528,1,,500000,,0.087056,,,0,,,0,,,,India
1551,Figaro,1890,3,11,0,0,Rue des Blancs-Manteaux,23,Rue du Temple,44 bis,720,23435,1,,275000,,0.085218182,,,0,,,0,,,,India
1552,Figaro,1890,3,26,0,0,Rue Larochefoucauld,27,,,1000,40000,0,,600000,,0.066666667,,,0,,,0,,,,India
1553,Figaro,1890,3,26,0,0,Rue Manuel,5,,,,11650,0,,120000,,0.097083333,,,0,,,0,,,,India
1554,Figaro,1890,3,26,0,0,Avenue Wagram,108,,,266,16700,1,,200000,,0.0835,,,0,,,0,,,,India
1555,Figaro,1890,3,26,0,0,Rue Turgot,11,,,,5195,0,,40000,,0.129875,,,0,,,0,,,,India
1556,Figaro,1890,3,31,0,0,Rue Auber,19,Rue des Mathurins,22,,65050,1,,900000,,0.072277778,,,0,,,0,,,,India
1557,Figaro,1890,3,31,0,0,Rue de L'Arcade,27,,,,13000,1,,150000,,0.086666667,,,0,,,0,,,,India
1558,Figaro,1890,3,31,0,0,Rue de la Ville-L'Eveque,32,,,900,51680,1,,600000,,0.086133333,,,0,,,0,,,,India
1559,Figaro,1890,3,31,0,0,Rue des Gravilliers,77,,,,4500,0,,60000,,0.075,,,0,,,0,,,,India
1560,Figaro,1890,3,31,0,0,Quai de la Gare,49_51_53,,,5907,24000,1,,200000,,0.12,,,0,,,0,,,,India
1561,Figaro,1890,4,1,0,0,Cite Lemercier,13,Rue Lemercier,28,280,4180,0,,50000,,0.0836,,,0,,,0,,,,India
1562,Figaro,1890,4,1,0,0,Rue de Charenton,201,,,2207,6495,0,,200000,,0.032475,,,0,,,0,,,,India
1563,Figaro,1890,4,6,0,0,Rue Descartes,52,Rue Thouin,10,,8890,0,,95000,,0.093578947,,,0,,,0,,,,India
1564,Figaro,1890,4,11,0,0,Rue Vandrezanne,15,,,,5000,0,,50000,,0.1,,,0,,,0,,,,India
1565,Figaro,1890,4,11,0,0,Boulevard Beaumarchais,92,Rue Amelot,81,,13650,1,,120000,,0.11375,,,0,,,0,,,,India
1566,Figaro,1890,4,11,0,0,Passage Choiseul,21,,,,2500,0,,40000,,0.0625,,,0,,,0,,,,India
1567,Figaro,1890,4,16,0,0,Faub du Temple,36,,,,18500,1,,185000,,0.1,,,0,,,0,,,,India
1568,Figaro,1890,4,16,0,0,Faub du Temple,36 bis_38,,,,22340,1,,220000,,0.101545455,,,0,,,0,,,,India
1569,Figaro,1890,4,16,0,0,Rue Greneta,54_56,,,,26300,1,,250000,,0.1052,,,0,,,0,,,,India
1570,Figaro,1890,4,16,0,0,Rue des Moulins,7,,,,13665,1,,140000,,0.097607143,,,0,,,0,,,,India
1571,Figaro,1890,4,16,0,0,Boulevard Sebastopol,93,Rue Palestro,14,,40471,1,,535000,,0.075646729,,,0,,,0,,,,India
1572,Figaro,1890,4,16,0,0,Rue Lauriston,63,,,200,6000,1,,30000,,0.2,,,0,,,0,,,,India
1573,Figaro,1890,4,16,0,0,Rue de la Tour d'Auvergne,15,,,913,16430,0,,175000,,0.093885714,,,0,,,0,,,,India
1574,Figaro,1890,4,16,0,0,Rue Vintimille,20,,,,18100,1,,200000,,0.0905,,,0,,,0,,,,India
1575,Figaro,1890,4,21,0,0,Rue Bergere,35,Fg Montmartre,,,25680,1,,250000,,0.10272,,,0,,,0,,,,India
1576,Figaro,1890,4,21,0,0,Rue Deguerry,8,,,,13795,0,,173000,,0.079739884,,,0,,,0,,,,India
1577,Figaro,1890,4,21,0,0,Rue Deguerry,8 bis,,,,18535,0,,227000,,0.081651982,,,0,,,0,,,,India
1578,Figaro,1890,4,21,0,0,Rue Saint-Denis,271,,,,9230,1,,100000,,0.0923,,,0,,,0,,,,India
1579,Figaro,1890,4,21,0,0,Rue de la Vrilliere,10,Rue de la Feuillade,5,,18450,1,,200000,,0.09225,,,0,,,0,,,,India
1580,Figaro,1890,4,21,0,0,Quai de l'Horloge,33,,,,4500,0,,50000,,0.09,,,0,,,0,,,,India
1581,Figaro,1890,4,21,0,0,Rue de Cluny,15,Rue St-Jacques,,,8700,1,,90000,,0.096666667,,,0,,,0,,,,India
1582,Figaro,1890,4,21,0,0,Rue Paradis-Poissonniere,22 bis,,,,37510,1,,380000,,0.098710526,,,0,,,0,,,,India
1583,Figaro,1890,4,21,0,0,Rue Odessa,2_4,Rue du Depart,7,,11400,0,,120000,,0.095,,,0,,,0,,,,India
1584,Figaro,1890,4,21,0,0,Rue Odessa,2_4,Rue du Depart,7,,7000,0,,75000,,0.093333333,,,0,,,0,,,,India
1585,Figaro,1890,4,21,0,0,Rue Odessa,2_4,Rue du Depart,7,,6550,0,,70000,,0.093571429,,,0,,,0,,,,India
1586,Figaro,1890,4,21,0,0,Rue Vignon,3,Place de la Madeleine,18_20,551.3,49320,0,,550000,,0.089672727,,,0,,,0,,,,India
1587,Figaro,1890,4,21,0,0,Avenue d'Antin,67,,,313.1,22130,0,,250000,,0.08852,,,0,,,0,,,,India
1588,Figaro,1890,4,26,0,0,Rue D'Odessa,9,,,1119,17526,0,,170000,,0.103094118,,,0,,,0,,,,India
1589,Figaro,1890,4,26,0,0,Rue des Gravilliers,69,,,,30734,1,,260000,,0.118207692,,,0,,,0,,,,India
1590,Figaro,1890,4,26,0,0,Rue Chapon,56,,,,12300,1,,80000,,0.15375,,,0,,,0,,,,India
1591,Figaro,1890,4,26,0,0,Rue Chapon,54,,,,8150,1,,60000,,0.135833333,,,0,,,0,,,,India
1592,Figaro,1890,4,26,0,0,Rue Odessa,17,,,,18865,0,,250000,,0.07546,,,0,,,0,,,,India
1593,Figaro,1890,4,26,0,0,Rues de Vaugirard,55,Fleurus,34,1365,28533,1,,300000,,0.09511,,,0,,,0,,,,India
1594,Figaro,1890,4,30,0,0,Rues de Rivoli,102,St-Denis,12,,50000,0,,800000,,0.0625,,,0,,,0,,,,India
1595,Figaro,1890,4,30,0,0,Rue Saigon,12,Avenue de la Gde-Armee,23,,14000,1,,120000,,0.116666667,,,0,,,0,,,,India
1596,Figaro,1890,4,30,0,0,Rue de Chazelles,24,,,,18130,1,,200000,,0.09065,,,0,,,0,,,,India
1597,Figaro,1890,4,30,0,0,Avenue Gde de la Armee,11,,,,38800,1,,600000,,0.064666667,,,0,,,0,,,,India
1598,Figaro,1890,4,30,0,0,Rue de L'Universite,127_129,,,,14430,1,,230000,,0.06273913,,,0,,,0,,,,India
1599,Figaro,1890,5,1,0,0,Rue du Juillet,29,,,,31181,1,,380000,,0.082055263,,,0,,,0,,,,India
1600,Figaro,1890,5,1,0,0,Boulevard du Temple,2,Rue Amelot,119,,17900,1,,200000,,0.0895,,,0,,,0,,,,India
1601,Figaro,1890,5,1,0,0,Rue Gaillon,6,,,631,52400,1,,600000,,0.087333333,,,0,,,0,,,,India
1602,Figaro,1890,5,6,0,0,Rue Veronese,1,Primatice,2,,14265,1,,120000,,0.118875,,,0,,,0,,,,India
1603,Figaro,1890,5,6,0,0,Rue Geoffroy-l'Asnier,13,,,,4000,0,,55000,,0.072727273,,,0,,,0,,,,India
1604,Figaro,1890,5,11,0,0,Rue du Pont-de-Lodi,5,,,1028,51395,1,,500000,,0.10279,,,0,,,0,,,,India
1605,Figaro,1890,5,11,0,0,Rue de Grammont,25,,,,21840,1,,230000,,0.094956522,,,0,,,0,,,,India
1606,Figaro,1890,5,11,0,0,Notre-Dame-Des-Victoires,16_18,,,2024,65440,1,,1000000,,0.06544,,,0,,,0,,,,India
1607,Figaro,1890,5,16,0,0,Rue Bidassoa,9,,,,5270,1,,40000,,0.13175,,,0,,,0,,,,India
1608,Figaro,1890,5,16,0,0,Rue Bidassoa,7,,,,800,1,,8000,,0.1,,,0,,,0,,,,India
1609,Figaro,1890,5,21,0,0,Rue S-Augustin,24,,,623,36460,1,,450000,,0.081022222,,,0,,,0,,,,India
1610,Figaro,1890,5,21,0,0,Boulevard Barbes,20,,,,21845,1,,200000,,0.109225,,,0,,,0,,,,India
1611,Figaro,1890,5,21,0,0,Boulevard Barbes,22,,,,47010,1,,450000,,0.104466667,,,0,,,0,,,,India
1612,Figaro,1890,5,21,0,0,Rue de la Goutte-d'Or,63,,,,18445,1,,180000,,0.102472222,,,0,,,0,,,,India
1613,Figaro,1890,5,21,0,0,Rue Herschell,6,,,277.41,18850,1,,300000,,0.062833333,,,0,,,0,,,,India
1614,Figaro,1890,5,21,0,0,Rue Dauphine,4,,,,5200,0,,30000,,0.173333333,,,0,,,0,,,,India
1615,Figaro,1890,5,26,0,0,Rue de l'Hotel Colbert,7,Bucherie,11,368,9120,1,,80000,,0.114,,,0,,,0,,,,India
1616,Figaro,1890,5,26,0,0,Boulevard S-Michel,83,,,621,34570,0,,500000,,0.06914,,,0,,,0,,,,India
1617,Figaro,1890,5,26,0,0,Rue Montmartre,158,Rue des jeuneurs,46_48,1833.43,107300,0,,2500000,,0.04292,,,0,,,0,,,,India
1618,Figaro,1890,5,26,0,0,Rue de Rennes,144,,,,30861,0,,400000,,0.0771525,,,0,,,0,,,,India
1619,Figaro,1890,5,26,0,0,Avenue Reille,31,,,,8840,1,,45000,,0.196444444,,,0,,,0,,,,India
1620,Figaro,1890,5,31,0,0,Rue Geoffroy-Lasnier,9,,,180,3586,1,,40000,,0.08965,,,0,,,0,,,,India
1621,Figaro,1890,6,1,0,0,Rue Thorel,18,Boulevard Bonne-Nouvelle,27,,13300,1,,130000,,0.102307692,,,0,,,0,,,,India
1622,Figaro,1890,6,1,0,0,Rue d'Hauteville,54,,,475,19100,1,,180000,,0.106111111,,,0,,,0,,,,India
1623,Figaro,1890,6,1,0,0,Rue de Ponthieu,38,,,301,8900,1,,60000,,0.148333333,,,0,,,0,,,,India
1624,Figaro,1890,6,6,0,0,Passage d'Angouleme,12,,,,8365,1,,60000,,0.139416667,,,0,,,0,,,,India
1625,Figaro,1890,6,11,0,0,Rue Gerando,5,,,,16534,1,,250000,,0.066136,,,0,,,0,,,,India
1626,Figaro,1890,6,11,0,0,Rue Gerando,13,,,,22677,1,,325000,,0.069775385,,,0,,,0,,,,India
1627,Figaro,1890,6,11,0,0,Rue de Poissy,31,,,,30770,1,,350000,,0.087914286,,,0,,,0,,,,India
1628,Figaro,1890,6,11,0,0,Rue des Ecoles,41,,,,33510,1,,350000,,0.095742857,,,0,,,0,,,,India
1629,Figaro,1890,6,11,0,0,Rue Jean-de-Beauvais,21,,,,6400,1,,60000,,0.106666667,,,0,,,0,,,,India
1630,Figaro,1890,6,11,0,0,Rue Chevreul,11,,,,12500,0,,125000,,0.1,,,0,,,0,,,,India
1631,Figaro,1890,6,11,0,0,Rue des Boulets,12,,,,11750,0,,225000,,0.052222222,,,0,,,0,,,,India
1632,Figaro,1890,6,11,0,0,Rue Chevreul,9,,,,9630,0,,135000,,0.071333333,,,0,,,0,,,,India
1633,Figaro,1890,6,11,0,0,Rue des Boulets,10,,,,9670,0,,135000,,0.07162963,,,0,,,0,,,,India
1634,Figaro,1890,6,16,0,0,Rue Racine,9,,,,9220,1,,90000,,0.102444444,,,0,,,0,,,,India
1635,Figaro,1890,6,16,0,0,Faub St-Antoine,8,,,,5000,0,,50000,,0.1,,,0,,,0,,,,India
1636,Figaro,1890,6,16,0,0,Rue Bayard,5,,,800,25510,1,,400000,,0.063775,,,0,,,0,,,,India
1637,Figaro,1890,6,16,0,0,Rue Bleue,11,,,941,24000,0,,360000,,0.066666667,,,0,,,0,,,,India
1638,Figaro,1890,6,21,0,0,Boulevard St-Germain,142,,,,46500,1,,600000,,0.0775,,,0,,,0,,,,India
1639,Figaro,1890,6,21,0,0,Rue Du Pont-Neuf,8,,,,27685,1,,400000,,0.0692125,,,0,,,0,,,,India
1640,Figaro,1890,6,21,0,0,Cite Rougemont,3_5,Rue du Cardinal-Lemoine,13,,29120,1,,380000,,0.076631579,,,0,,,0,,,,India
1641,Figaro,1890,6,21,0,0,Cite Rougemont,3_5,Rue du Cardinal-Lemoine,13,,15000,1,,200000,,0.075,,,0,,,0,,,,India
1642,Figaro,1890,6,21,0,0,Cite Rougemont,3_5,Rue du Cardinal-Lemoine,13,,10886,1,,130000,,0.083738462,,,0,,,0,,,,India
1643,Figaro,1890,6,21,0,0,Rue des Francs-Bourgeois,34,,,994.8,20830,1,,250000,,0.08332,,,0,,,0,,,,India
1644,Figaro,1890,6,21,0,0,Rue Fontaine,25,,,,22640,1,,250000,,0.09056,,,0,,,0,,,,India
1645,Figaro,1890,6,26,0,0,Rue Faisanderie,44,Rue Longchamp,,,13800,1,,240000,,0.0575,,,0,,,0,,,,India
1646,Figaro,1890,6,26,0,0,Rue Longchamp,145,,,,6775,1,,116000,,0.058405172,,,0,,,0,,,,India
1647,Figaro,1890,6,26,0,0,Rue Faisanderie,46,,,,7990,1,,135000,,0.059185185,,,0,,,0,,,,India
1648,Figaro,1890,6,26,0,0,Rue Faisanderie,46 bis,,,,7540,1,,130000,,0.058,,,0,,,0,,,,India
1649,Figaro,1890,6,26,0,0,Rue de Provence,40,,,,23550,1,,250000,,0.0942,,,0,,,0,,,,India
1650,Figaro,1890,6,30,0,0,Rue de Bagneux,6,,,,5600,1,,60000,,0.093333333,,,0,,,0,,,,India
1651,Figaro,1890,7,1,0,0,Rue Rochechouart,42,,,1146,43700,1,,700000,,0.062428571,,,0,,,0,,,,India
1652,Figaro,1890,7,6,0,0,Rue Vaugirard,348,,,860,6750,1,,50000,,0.135,,,0,,,0,,,,India
1653,Figaro,1891,1,1,0,0,Avenue d'Italie,18_18 bis,,,3882,53685,1,,400000,,0.1342125,,,0,,,0,,,,India
1654,Figaro,1891,1,6,0,0,Rue d'Aboukir,3,Rue du Mail,4,595,48855,1,,675000,,0.072377778,,,0,,,0,,,,India
1655,Figaro,1891,1,6,0,0,Rue d'Hauteville,74,,,499,29750,0,,340000,,0.0875,,,0,,,0,,,,India
1656,Figaro,1891,1,6,0,0,Rue du Paradis-Poissonniere,39,,,,16100,0,,180000,,0.089444444,,,0,,,0,,,,India
1657,Figaro,1891,1,6,0,0,Rue du Fg St-Honore,99_101,Rue du Colisee,45_47_49_51,912.5,64655,1,,650000,,0.099469231,,,0,,,0,,,,India
1658,Figaro,1891,1,11,0,0,Rue St-Luc,10,,,,10370,1,,90000,,0.115222222,,,0,,,0,,,,India
1659,Figaro,1891,1,11,0,0,Rue de Seine,59,,,,10200,0,,100000,,0.102,,,0,,,0,,,,India
1660,Figaro,1891,1,11,0,0,Rue Gregoire-de-Tours,6,,,,8830,0,,100000,,0.0883,,,0,,,0,,,,India
1661,Figaro,1891,1,11,0,0,Boulevard Voltaire,31,,,,14800,1,,150000,,0.098666667,,,0,,,0,,,,India
1662,Figaro,1891,1,11,0,0,Rue Pasquier,10,,,,13975,1,,120000,,0.116458333,,,0,,,0,,,,India
1663,Figaro,1891,1,11,0,0,Rue de L'Arcade,11,,,,11000,0,,120000,,0.091666667,,,0,,,0,,,,India
1664,Figaro,1891,1,11,0,0,Boulevard Menilmontant,47,,,476,15880,0,,230000,,0.069043478,,,0,,,0,,,,India
1665,Figaro,1891,1,11,0,0,Fg du Temple,47_49,Rue Bichat,2_4,685,13040,1,,180000,,0.072444444,,,0,,,0,,,,India
1666,Figaro,1891,1,11,0,0,Rue de Varennes,90 bis,,,,36050,1,,350000,,0.103,,,0,,,0,,,,India
1667,Figaro,1891,1,16,0,0,Avenue de Breteuil,23,,,,11800,1,,160000,,0.07375,,,0,,,0,,,,India
1668,Figaro,1891,1,16,0,0,Rue Grange-aux-Belles,13,,,1000,38940,1,,400000,,0.09735,,,0,,,0,,,,India
1669,Figaro,1891,1,21,0,0,Rue Boulainvilliers,22,,,,9180,0,,120000,,0.0765,,,0,,,0,,,,India
1670,Figaro,1891,1,21,0,0,Rue du Temple,132_134,,,1200,71230,1,,1000000,,0.07123,,,0,,,0,,,,India
1671,Figaro,1891,1,26,0,0,Rue de Penthievre,34,,,1406,47170,1,,500000,,0.09434,,,0,,,0,,,,India
1672,Figaro,1891,1,26,0,0,Impasse de l'Orillon,8,,,430,12570,1,,130000,,0.096692308,,,0,,,0,,,,India
1673,Figaro,1891,1,31,0,0,Rue du Croissant,8,,,,30675,1,,400000,,0.0766875,,,0,,,0,,,,India
1674,Figaro,1891,1,31,0,0,Rue Chateau-d'Eau,45,Faub St-Martin,63,242,15420,1,,200000,,0.0771,,,0,,,0,,,,India
1675,Figaro,1891,1,31,0,0,Rue St-Sauveur,27,,,,5400,0,,75000,,0.072,,,0,,,0,,,,India
1676,Figaro,1891,1,31,0,0,Rue N.-D.-de-Nazreth,9,,,600,32215,1,,350000,,0.092042857,,,0,,,0,,,,India
1677,Figaro,1891,1,31,0,0,Rue Cave,12,,,250,2000,0,,20000,,0.1,,,0,,,0,,,,India
1678,Figaro,1891,2,1,0,0,Boulevard de Port-Royal,38,,,294,7000,0,,75000,,0.093333333,,,0,,,0,,,,India
1679,Figaro,1891,2,1,0,0,Rue Ste-Anne,11,,,281,29000,0,,400000,,0.0725,,,0,,,0,,,,India
1680,Figaro,1891,2,1,0,0,Avenue du Maine,142,,,589,7660,0,,80000,,0.09575,,,0,,,0,,,,India
1681,Figaro,1891,2,6,0,0,Rue d'Aboukir,19,,,,9725,1,,100000,,0.09725,,,0,,,0,,,,India
1682,Figaro,1891,2,6,0,0,Rue d'Aboukir,103,Rue Clery,62 bis,380,29365,1,,300000,,0.097883333,,,0,,,0,,,,India
1683,Figaro,1891,2,6,0,0,Rue de Courcelles,77,,,379,4509,1,,45000,,0.1002,,,0,,,0,,,,India
1684,Figaro,1891,2,6,0,0,Rue de Lannois,38,,,390,1875,1,,15000,,0.125,,,0,,,0,,,,India
1685,Figaro,1891,2,6,0,0,Avenue de Wagram,39_39 bis_41,,,3590,50000,1,,500000,,0.1,,,0,,,0,,,,India
1686,Figaro,1891,2,11,0,0,Rue de Rivoli,36,,,,17700,1,,200000,,0.0885,,,0,,,0,,,,India
1687,Figaro,1891,2,11,0,0,Boulevard St-Germain,210,,,,5836,1,,70000,,0.083371429,,,0,,,0,,,,India
1688,Figaro,1891,2,11,0,0,Rue St-Martin,193,,,,5500,1,,85000,,0.064705882,,,0,,,0,,,,India
1689,Figaro,1891,2,11,0,0,Rue d'Oran,2,Rue Ernestine,5,118,5138,0,,65000,,0.079046154,,,0,,,0,,,,India
1690,Figaro,1891,2,11,0,0,Rue des Saules,37,,,531,6359,1,,60000,,0.105983333,,,0,,,0,,,,India
1691,Figaro,1891,2,16,0,0,Rue Bertrand,10,,,,19900,0,,260000,,0.076538462,,,0,,,0,,,,India
1692,Figaro,1891,2,16,0,0,Passage Pecquay,7,,,,10820,1,,125000,,0.08656,,,0,,,0,,,,India
1693,Figaro,1891,2,16,0,0,Rue de la Paix,14,,,,17500,0,,200000,,0.0875,,,0,,,0,,,,India
1694,Figaro,1891,2,21,0,0,Rue St-Maur,117,,,697.9,26740,1,,200000,,0.1337,,,0,,,0,,,,India
1695,Figaro,1891,2,21,0,0,Rue St-Maur,115,,,620,22685,1,,150000,,0.151233333,,,0,,,0,,,,India
1696,Figaro,1891,2,21,0,0,Rue Morand,9,,,915.89,15880,1,,100000,,0.1588,,,0,,,0,,,,India
1697,Figaro,1891,2,21,0,0,Rue Rodier,50,,,950,14786,1,,160000,,0.0924125,,,0,,,0,,,,India
1698,Figaro,1891,2,21,0,0,Boulevard Barbes,61,Rue Simart,,,20760,1,,220000,,0.094363636,,,0,,,0,,,,India
1699,Figaro,1891,2,21,0,0,Rue Daru,19,,,,32070,0,,350000,,0.091628571,,,0,,,0,,,,India
1700,Figaro,1891,2,21,0,0,Rue Doudeauville,66,,,496,19529,0,,180000,,0.108494444,,,0,,,0,,,,India
1701,Figaro,1891,2,21,0,0,Rue Doudeauville,68,,,470.89,20055,0,,180000,,0.111416667,,,0,,,0,,,,India
1702,Figaro,1891,2,21,0,0,Rue d'Oran,4,,,295,2500,0,,30000,,0.083333333,,,0,,,0,,,,India
1703,Figaro,1891,2,21,0,0,Passage de la Folie-Regnault,4,,,,3465,1,,35000,,0.099,,,0,,,0,,,,India
1704,Figaro,1891,2,26,0,0,Rue St-Martin,308,,,191.48,7250,0,,80000,,0.090625,,,0,,,0,,,,India
1705,Figaro,1891,2,28,0,0,Rues Duban,4,Lekain,10,,11259,0,,140000,,0.080421429,,,0,,,0,,,,India
1706,Figaro,1891,2,28,0,0,Rue de Cotte,18,,,290,11540,1,,100000,,0.1154,,,0,,,0,,,,India
1707,Figaro,1891,2,28,0,0,Boulevard Barbes,71,,,335,14250,1,,180000,,0.079166667,,,0,0,,0,,,,India
1708,Figaro,1891,2,28,0,0,Godot-de-Mauroi,47_49,,,421,24770,0,,250000,,0.09908,,,0,,,0,,,,India
