entryid,propid,duplicate,Database,Stad,Street,No,day,month,year,price,appraisal,HerengrachtRem,EntryIDOrig,PropIDOrig
11615,6475,0,Herengracht,Amsterdam,Herengracht,96,15,7,1911,32500,0,0,7001,400
11616,6475,0,Herengracht,Amsterdam,Herengracht,96,15,7,1942,40000,0,0,7004,400
11617,6475,0,Herengracht,Amsterdam,Herengracht,96,15,7,1965,300000,0,0,7008,400
11618,6475,0,Herengracht,Amsterdam,Herengracht,96,15,7,1973,390000,0,0,7009,400
11619,6475,0,Herengracht,Amsterdam,Herengracht,96,15,7,1974,390000,0,0,7010,400
11620,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1707,9000,0,0,14112,401
11621,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1772,13900,0,0,14115,401
11622,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1782,12970,0,0,14116,401
11623,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1834,3150,0,0,14118,401
11624,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1857,6000,0,0,14119,401
11625,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1863,6000,0,0,14120,401
11626,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1876,20000,0,0,14121,401
11627,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1883,20800,0,0,14122,401
11628,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1918,30000,0,0,14123,401
11629,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1930,21000,0,0,14124,401
11630,6476,0,Herengracht,Amsterdam,Herengracht,97,15,7,1962,55000,0,0,14127,401
11631,6477,0,Herengracht,Amsterdam,Herengracht,98,15,7,1743,21000,0,0,7019,402
11632,6477,0,Herengracht,Amsterdam,Herengracht,98,15,7,1759,49000,0,0,7021,402
11633,6477,0,Herengracht,Amsterdam,Herengracht,98,15,7,1798,37000,0,0,7024,402
11634,6477,0,Herengracht,Amsterdam,Herengracht,98,15,7,1858,23120,0,0,7028,402
11635,6477,0,Herengracht,Amsterdam,Herengracht,98,15,7,1915,37000,0,0,7031,402
11636,6477,0,Herengracht,Amsterdam,Herengracht,98,15,7,1942,55000,0,0,7032,402
11637,6478,0,Herengracht,Amsterdam,Herengracht,99,15,7,1661,5417,0,0,14129,403
11638,6478,0,Herengracht,Amsterdam,Herengracht,99,15,7,1819,1550,0,0,14139,403
11639,6478,0,Herengracht,Amsterdam,Herengracht,99,15,7,1825,4000,0,0,14140,403
11640,6478,0,Herengracht,Amsterdam,Herengracht,99,15,7,1869,10000,0,0,14146,403
11641,6478,0,Herengracht,Amsterdam,Herengracht,99,15,7,1885,17000,0,0,14149,403
11642,6478,0,Herengracht,Amsterdam,Herengracht,99,15,7,1910,11500,0,0,14150,403
11643,6478,0,SAAuctions,Amsterdam,Herengracht,99,27,10,1924,21400,0,0,16359,6712
11644,6478,0,SAAuctions,Amsterdam,Herengracht,99,31,5,1926,15400,0,0,16360,6712
11645,6478,1,Herengracht,Amsterdam,Herengracht,99,15,7,1926,15400,0,0,14151,403
11646,6478,0,SAAuctions,Amsterdam,Herengracht,99,23,2,1942,16000,0,0,16361,6712
11647,6478,0,Herengracht,Amsterdam,Herengracht,99,15,7,1942,10000,0,0,14152,403
11648,6478,0,Herengracht,Amsterdam,Herengracht,99,15,7,1957,24750,0,0,14155,403
11649,6478,0,Herengracht,Amsterdam,Herengracht,99,15,7,1964,75000,0,0,14158,403
11650,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1623,18890,0,0,34,404
11651,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1729,39000,0,0,37,404
11652,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1751,31500,0,0,40,404
11653,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1778,28100,0,0,42,404
11654,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1871,15500,0,0,48,404
11655,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1891,32100,0,0,49,404
11656,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1907,31000,0,0,51,404
11657,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1919,55000,0,0,53,404
11658,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1933,28250,0,0,56,404
11659,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1942,34000,0,0,57,404
11660,6479,0,Herengracht,Amsterdam,Herengracht,100,15,7,1946,34000,0,0,58,404
11661,6480,0,Herengracht,Amsterdam,Herengracht,101,15,7,1725,8000,0,0,7062,405
11662,6480,0,Herengracht,Amsterdam,Herengracht,101,15,7,1871,7500,0,0,7069,405
11663,6480,0,Herengracht,Amsterdam,Herengracht,101,15,7,1918,14700,0,0,7071,405
11664,6480,0,Herengracht,Amsterdam,Herengracht,101,15,7,1925,17400,0,0,7072,405
11665,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1645,34000,0,0,63,406
11666,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1775,28300,0,0,68,406
11667,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1862,16000,0,0,72,136
11668,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1895,22500,0,0,74,136
11669,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1926,48000,0,0,75,136
11670,6481,0,Verweij,Amsterdam,Herengracht,102,27,12,1928,37500,0,0,981,136
11671,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1929,98000,0,0,78,136
11672,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1939,35415,0,0,80,136
11673,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1955,125000,0,0,81,136
11674,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1967,325000,0,0,82,136
11675,6481,0,Herengracht,Amsterdam,Herengracht,102,15,7,1972,745000,0,0,84,136
11676,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1706,3000,0,0,7078,137
11677,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1767,4975,0,0,7083,137
11678,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1859,2030,0,0,7089,137
11679,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1875,9000,0,0,7090,137
11680,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1878,9000,0,0,7091,137
11681,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1899,7600,0,0,7092,137
11682,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1916,6500,0,0,7093,137
11683,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1918,10000,0,0,7094,137
11684,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1919,16000,0,0,7095,137
11685,6482,0,SAAuctions,Amsterdam,Herengracht,103,26,6,1922,2000,1,0,16363,6612
11686,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1923,12500,0,0,7096,137
11687,6482,1,SAAuctions,Amsterdam,Herengracht,103,12,11,1923,12500,0,0,16364,6612
11688,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1942,10000,0,0,7097,137
11689,6482,0,Herengracht,Amsterdam,Herengracht,103,15,7,1948,10000,0,0,7100,137
11690,6482,0,SAAuctions,Amsterdam,Herengracht,103,7,5,1956,11000,0,0,16362,6612
11691,6482,1,Herengracht,Amsterdam,Herengracht,103,15,7,1956,11000,0,0,7101,137
11692,6482,0,SAAuctions,Amsterdam,Herengracht,103,14,6,1965,20600,0,0,16365,6612
11693,6482,1,Herengracht,Amsterdam,Herengracht,103,15,7,1965,20600,0,0,7103,137
11694,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1643,31400,0,0,87,138
11695,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1717,23500,0,0,94,138
11696,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1731,52400,0,0,95,138
11697,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1767,42000,0,0,97,138
11698,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1777,45000,0,0,99,138
11699,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1850,22001,0,0,105,138
11700,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1873,34000,0,0,106,138
11701,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1919,85000,0,0,111,138
11702,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1942,55000,0,0,113,138
11703,6483,0,Herengracht,Amsterdam,Herengracht,104,15,7,1946,55000,0,0,114,138
11704,6484,0,Herengracht,Amsterdam,Herengracht,105,15,7,1645,5100,0,0,7107,139
11705,6484,0,Herengracht,Amsterdam,Herengracht,105,15,7,1660,12300,0,0,7110,139
11706,6484,0,Herengracht,Amsterdam,Herengracht,105,15,7,1707,8300,0,0,7112,139
11707,6484,0,Herengracht,Amsterdam,Herengracht,105,15,7,1770,18000,0,0,7119,139
11708,6484,0,Herengracht,Amsterdam,Herengracht,105,15,7,1871,7000,0,0,7123,139
11709,6484,0,Herengracht,Amsterdam,Herengracht,105,15,7,1887,12300,0,0,7124,139
11710,6484,0,Herengracht,Amsterdam,Herengracht,105,15,7,1913,8300,0,0,7126,139
11711,6485,0,Herengracht,Amsterdam,Herengracht,106,15,7,1711,12750,0,0,119,140
11712,6485,0,Herengracht,Amsterdam,Herengracht,106,15,7,1754,60000,0,0,122,140
11713,6485,0,Herengracht,Amsterdam,Herengracht,106,15,7,1863,29000,0,0,130,140
11714,6485,0,Herengracht,Amsterdam,Herengracht,106,15,7,1879,45000,0,0,131,140
11715,6485,0,Herengracht,Amsterdam,Herengracht,106,15,7,1915,35000,0,0,134,140
11716,6485,0,Herengracht,Amsterdam,Herengracht,106,15,7,1927,67500,0,0,135,140
11717,6485,0,Herengracht,Amsterdam,Herengracht,106,15,7,1972,300000,0,0,137,140
11718,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1694,3200,0,0,7131,141
11719,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1733,9500,0,0,7135,141
11720,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1767,9600,0,0,7138,141
11721,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1788,9000,0,0,7141,141
11722,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1828,2055,0,0,7145,141
11723,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1860,6000,0,0,7149,141
11724,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1868,5700,0,0,7150,141
11725,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1873,10000,0,0,7151,141
11726,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1877,11500,0,0,7152,141
11727,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1890,8055,0,0,7154,141
11728,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1900,11060,0,0,7155,141
11729,6486,0,Herengracht,Amsterdam,Herengracht,107,15,7,1919,12500,0,0,7156,141
11730,6487,0,Herengracht,Amsterdam,Herengracht,108,15,7,1646,22250,0,0,139,142
11731,6487,0,Herengracht,Amsterdam,Herengracht,108,15,7,1681,28100,0,0,140,142
11732,6487,0,Herengracht,Amsterdam,Herengracht,108,15,7,1735,37000,0,0,145,142
11733,6487,0,Herengracht,Amsterdam,Herengracht,108,15,7,1900,44000,0,0,154,142
11734,6487,0,Herengracht,Amsterdam,Herengracht,108,15,7,1922,64879,0,0,156,142
11735,6487,0,Herengracht,Amsterdam,Herengracht,108,15,7,1930,60000,0,0,157,142
11736,6487,0,Herengracht,Amsterdam,Herengracht,108,15,7,1965,400000,0,0,162,142
11737,6488,0,Herengracht,Amsterdam,Herengracht,109,15,7,1704,12700,0,0,7166,143
11738,6488,0,Herengracht,Amsterdam,Herengracht,109,15,7,1801,11500,0,0,7173,143
11739,6488,0,Herengracht,Amsterdam,Herengracht,109,15,7,1870,14000,0,0,7178,143
11740,6488,0,Herengracht,Amsterdam,Herengracht,109,15,7,1917,30000,0,0,7184,143
11741,6488,0,Herengracht,Amsterdam,Herengracht,109,15,7,1951,9000,0,0,7186,143
11742,6488,0,Herengracht,Amsterdam,Herengracht,109,15,7,1960,80500,0,0,7187,143
11743,6488,0,Herengracht,Amsterdam,Herengracht,109,15,7,1969,225000,0,0,7190,143
11744,6488,0,Herengracht,Amsterdam,Herengracht,109,15,7,1971,120000,0,0,7192,143
11745,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1694,22400,0,0,165,145
11746,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1755,28000,0,0,171,145
11747,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1799,18600,0,0,178,145
11748,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1834,15000,0,0,180,145
11749,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1848,15000,0,0,182,145
11750,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1851,20000,0,0,183,145
11751,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1918,40000,0,0,185,145
11752,6489,0,SAAuctions,Amsterdam,Herengracht,110,22,11,1921,55000,1,0,16366,6613
11753,6489,0,SAAuctions,Amsterdam,Herengracht,110,,11,1922,45000,1,0,16367,6613
11754,6489,0,SAAuctions,Amsterdam,Herengracht,110,,12,1923,40000,1,0,16368,6613
11755,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1933,34000,0,0,186,145
11756,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1940,39000,0,0,187,145
11757,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1965,205000,0,0,190,145
11758,6489,0,Herengracht,Amsterdam,Herengracht,110,15,7,1970,212500,0,0,192,145
11759,6490,0,Herengracht,Amsterdam,Herengracht,111,15,7,1879,30000,0,0,7208,146
11760,6490,0,Herengracht,Amsterdam,Herengracht,111,15,7,1917,31000,0,0,7213,146
11761,6490,0,Herengracht,Amsterdam,Herengracht,111,15,7,1918,49320,0,0,7216,146
11762,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1686,8550,0,0,197,147
11763,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1745,13500,0,0,201,147
11764,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1870,7500,0,0,208,147
11765,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1909,8000,0,0,209,147
11766,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1918,15000,0,0,210,147
11767,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1925,20000,0,0,211,147
11768,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1954,36000,0,0,212,147
11769,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1962,23169,0,0,213,147
11770,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1965,115000,0,0,214,147
11771,6491,0,Herengracht,Amsterdam,Herengracht,112,15,7,1973,197500,0,0,218,147
11772,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1646,4000,0,0,7221,148
11773,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1650,7000,0,0,7222,148
11774,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1715,6000,0,0,7224,148
11775,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1841,9950,0,0,7228,148
11776,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1855,5800,0,0,7230,148
11777,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1878,12500,0,0,7231,148
11778,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1883,20000,0,0,7232,148
11779,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1902,8800,0,0,7233,148
11780,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1903,24000,0,0,7234,148
11781,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1916,20000,0,0,7235,148
11782,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1918,29000,0,0,7236,148
11783,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1924,25600,0,0,7237,148
11784,6492,0,SAAuctions,Amsterdam,Herengracht,113,26,10,1924,28600,0,0,16370,6614
11785,6492,0,SAAuctions,Amsterdam,Herengracht,113,29,10,1928,26000,0,0,16371,6614
11786,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1941,30600,0,0,7238,148
11787,6492,0,Herengracht,Amsterdam,Herengracht,113,15,7,1960,70000,0,0,7239,148
11788,6493,0,Herengracht,Amsterdam,Herengracht,114,15,7,1682,16500,0,0,221,149
11789,6493,0,Herengracht,Amsterdam,Herengracht,114,15,7,1692,21000,0,0,222,149
11790,6493,0,Herengracht,Amsterdam,Herengracht,114,15,7,1751,24000,0,0,225,149
11791,6493,0,Herengracht,Amsterdam,Herengracht,114,15,7,1861,19000,0,0,230,149
11792,6493,0,Herengracht,Amsterdam,Herengracht,114,15,7,1884,35000,0,0,231,149
11793,6493,0,Herengracht,Amsterdam,Herengracht,114,15,7,1910,100000,0,0,232,149
11794,6493,0,Herengracht,Amsterdam,Herengracht,114,15,7,1918,49000,0,0,233,149
11795,6493,0,SAAuctions,Amsterdam,Herengracht,114,26,2,1922,41400,0,0,16372,6615
11796,6493,1,Herengracht,Amsterdam,Herengracht,114,15,7,1922,41400,0,0,236,149
11797,6493,0,Herengracht,Amsterdam,Herengracht,114,15,7,1971,150000,0,0,240,149
11798,6494,0,Herengracht,Amsterdam,Herengracht,115,15,7,1729,18000,0,0,7245,150
11799,6494,0,Herengracht,Amsterdam,Herengracht,115,15,7,1841,8150,0,0,7253,150
11800,6494,0,Herengracht,Amsterdam,Herengracht,115,15,7,1872,18000,0,0,7255,150
11801,6494,0,Herengracht,Amsterdam,Herengracht,115,15,7,1919,55000,0,0,7260,150
11802,6494,0,Herengracht,Amsterdam,Herengracht,115,15,7,1949,125000,0,0,7262,150
11803,6494,0,Herengracht,Amsterdam,Herengracht,115,15,7,1960,200000,0,0,7263,150
11804,6494,0,Herengracht,Amsterdam,Herengracht,115,15,7,1970,200000,0,0,7266,150
11805,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1726,27000,0,0,245,152
11806,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1750,26200,0,0,249,152
11807,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1761,40000,0,0,251,152
11808,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1791,38000,0,0,253,152
11809,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1808,26700,0,0,256,152
11810,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1823,19000,0,0,257,152
11811,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1875,38100,0,0,260,152
11812,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1887,36400,0,0,262,152
11813,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1926,40000,0,0,263,152
11814,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1934,23000,0,0,266,152
11815,6495,0,Herengracht,Amsterdam,Herengracht,116,15,7,1964,355000,0,0,269,152
11816,6496,0,Herengracht,Amsterdam,Herengracht,117,15,7,1895,10500,0,0,7286,153
11817,6496,0,Herengracht,Amsterdam,Herengracht,117,15,7,1918,13000,0,0,7288,153
11818,6496,0,Herengracht,Amsterdam,Herengracht,117,15,7,1925,21000,0,0,7291,153
11819,6496,0,Herengracht,Amsterdam,Herengracht,117,15,7,1940,34000,0,0,7292,153
11820,6496,0,Herengracht,Amsterdam,Herengracht,117,15,7,1960,46819,0,0,7294,153
11821,6496,0,Herengracht,Amsterdam,Herengracht,117,15,7,1973,350000,0,0,7296,153
11822,6497,0,Herengracht,Amsterdam,Herengracht,118,15,7,1731,24000,0,0,274,155
11823,6497,0,Herengracht,Amsterdam,Herengracht,118,15,7,1758,36300,0,0,277,155
11824,6497,0,Herengracht,Amsterdam,Herengracht,118,15,7,1877,38500,0,0,282,155
11825,6497,0,Herengracht,Amsterdam,Herengracht,118,15,7,1896,35000,0,0,284,155
11826,6497,0,Herengracht,Amsterdam,Herengracht,118,15,7,1927,42250,0,0,286,155
11827,6497,0,Herengracht,Amsterdam,Herengracht,118,15,7,1929,57000,0,0,287,155
11828,6497,0,Herengracht,Amsterdam,Herengracht,118,15,7,1964,186000,0,0,290,155
11829,6498,0,Herengracht,Amsterdam,Herengracht,119,15,7,1720,14750,0,0,7301,156
11830,6498,0,Herengracht,Amsterdam,Herengracht,119,15,7,1869,11650,0,0,7307,156
11831,6498,0,Herengracht,Amsterdam,Herengracht,119,15,7,1930,55000,0,0,7308,156
11832,6499,0,Herengracht,Amsterdam,Herengracht,120,15,7,1639,31490,0,0,319,157
11833,6499,0,Herengracht,Amsterdam,Herengracht,120,15,7,1696,25000,0,0,321,157
11834,6499,0,Herengracht,Amsterdam,Herengracht,120,15,7,1767,41200,0,0,327,157
11835,6499,0,Herengracht,Amsterdam,Herengracht,120,15,7,1780,39000,0,0,329,157
11836,6499,0,Herengracht,Amsterdam,Herengracht,120,15,7,1869,22650,0,0,331,157
11837,6499,0,Herengracht,Amsterdam,Herengracht,120,15,7,1879,30000,0,0,332,157
11838,6500,0,Herengracht,Amsterdam,Herengracht,121,15,7,1658,28500,0,0,7314,159
11839,6500,0,Herengracht,Amsterdam,Herengracht,121,15,7,1722,6500,0,0,7318,159
11840,6501,0,Herengracht,Amsterdam,Herengracht,122,15,7,1708,7200,0,0,344,162
11841,6501,0,Herengracht,Amsterdam,Herengracht,122,15,7,1756,13800,0,0,347,162
11842,6501,0,Herengracht,Amsterdam,Herengracht,122,15,7,1768,22700,0,0,349,162
11843,6501,0,Herengracht,Amsterdam,Herengracht,122,15,7,1769,24500,0,0,350,162
11844,6501,0,Herengracht,Amsterdam,Herengracht,122,15,7,1843,7550,0,0,354,162
11845,6501,0,Herengracht,Amsterdam,Herengracht,122,15,7,1890,11850,0,0,356,162
11846,6502,0,Herengracht,Amsterdam,Herengracht,123,15,7,1657,32500,0,0,7335,163
11847,6502,0,Herengracht,Amsterdam,Herengracht,123,15,7,1724,10000,0,0,7338,163
11848,6502,0,Herengracht,Amsterdam,Herengracht,123,15,7,1746,9475,0,0,7340,163
11849,6502,0,Herengracht,Amsterdam,Herengracht,123,15,7,1768,9750,0,0,7341,163
11850,6502,0,Herengracht,Amsterdam,Herengracht,123,15,7,1871,14750,0,0,7343,163
11851,6502,0,Herengracht,Amsterdam,Herengracht,123,15,7,1907,30500,0,0,7346,163
11852,6503,0,Herengracht,Amsterdam,Herengracht,124,15,7,1687,25450,0,0,362,164
11853,6503,0,Herengracht,Amsterdam,Herengracht,124,15,7,1854,25000,0,0,370,164
11854,6503,0,Herengracht,Amsterdam,Herengracht,124,15,7,1876,40700,0,0,371,164
11855,6503,0,Herengracht,Amsterdam,Herengracht,124,15,7,1881,40000,0,0,373,164
11856,6503,0,Herengracht,Amsterdam,Herengracht,124,15,7,1912,85000,0,0,374,164
11857,6503,0,Herengracht,Amsterdam,Herengracht,124,15,7,1913,95000,0,0,376,164
11858,6504,0,Herengracht,Amsterdam,Herengracht,125,15,7,1693,3500,0,0,7351,166
11859,6504,0,Herengracht,Amsterdam,Herengracht,125,15,7,1708,14000,0,0,7354,166
11860,6504,0,Herengracht,Amsterdam,Herengracht,125,15,7,1740,24000,0,0,7355,166
11861,6504,0,Herengracht,Amsterdam,Herengracht,125,15,7,1795,12000,0,0,7359,166
11862,6504,0,Herengracht,Amsterdam,Herengracht,125,15,7,1893,25000,0,0,7367,166
11863,6504,0,Herengracht,Amsterdam,Herengracht,125,15,7,1902,41000,0,0,7368,166
11864,6504,0,Herengracht,Amsterdam,Herengracht,125,15,7,1917,47500,0,0,7371,166
11865,6504,0,Herengracht,Amsterdam,Herengracht,125,15,7,1960,220000,0,0,7375,166
11866,6505,0,Herengracht,Amsterdam,Herengracht,126,15,7,1645,36000,0,0,378,167
11867,6505,0,Herengracht,Amsterdam,Herengracht,126,15,7,1682,29100,0,0,380,167
11868,6505,0,Herengracht,Amsterdam,Herengracht,126,15,7,1708,30000,0,0,382,167
11869,6505,0,Herengracht,Amsterdam,Herengracht,126,15,7,1802,23900,0,0,386,167
11870,6505,0,Herengracht,Amsterdam,Herengracht,126,15,7,1847,3000,0,0,392,167
11871,6505,0,Herengracht,Amsterdam,Herengracht,126,15,7,1848,6000,0,0,394,167
11872,6505,0,Herengracht,Amsterdam,Herengracht,126,15,7,1855,28000,0,0,395,167
11873,6505,0,Herengracht,Amsterdam,Herengracht,126,15,7,1900,33350,0,0,397,167
11874,6505,0,Herengracht,Amsterdam,Herengracht,126,15,7,1913,50000,0,0,399,167
11875,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1719,22000,0,0,7382,168
11876,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1801,11000,0,0,7387,168
11877,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1858,15350,0,0,7389,168
11878,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1870,25000,0,0,7391,168
11879,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1889,30000,0,0,7392,168
11880,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1898,33250,0,0,7393,168
11881,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1904,18600,0,0,7395,168
11882,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1919,93500,0,0,7399,168
11883,6506,0,SAAuctions,Amsterdam,Herengracht,127,26,11,1929,79000,1,0,16374,6616
11884,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1942,40000,0,0,7402,168
11885,6506,0,Herengracht,Amsterdam,Herengracht,127,15,7,1967,270000,0,0,7403,168
11886,6507,0,Herengracht,Amsterdam,Herengracht,128,15,7,1730,17000,0,0,407,169
11887,6507,0,Herengracht,Amsterdam,Herengracht,128,15,7,1841,8850,0,0,411,169
11888,6507,0,Herengracht,Amsterdam,Herengracht,128,15,7,1873,18830,0,0,413,169
11889,6507,0,Herengracht,Amsterdam,Herengracht,128,15,7,1905,21900,0,0,414,169
11890,6507,0,Herengracht,Amsterdam,Herengracht,128,15,7,1914,30000,0,0,416,169
11891,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1664,6100,0,0,7407,170
11892,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1713,2900,0,0,7409,170
11893,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1848,4250,0,0,7418,170
11894,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1864,5650,0,0,7419,170
11895,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1871,5700,0,0,7420,170
11896,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1896,9950,0,0,7421,170
11897,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1901,10605,0,0,7423,170
11898,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1909,10000,0,0,7424,170
11899,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1913,7600,0,0,7425,170
11900,6508,0,Herengracht,Amsterdam,Herengracht,129,15,7,1959,25000,0,0,7428,170
11901,6509,0,Herengracht,Amsterdam,Herengracht,130,15,7,1653,50000,0,0,421,172
11902,6509,0,Herengracht,Amsterdam,Herengracht,130,15,7,1672,47300,0,0,422,172
11903,6509,0,Herengracht,Amsterdam,Herengracht,130,15,7,1756,40737,0,0,426,172
11904,6509,0,Herengracht,Amsterdam,Herengracht,130,15,7,1776,53000,0,0,429,172
11905,6509,0,Herengracht,Amsterdam,Herengracht,130,15,7,1834,16100,0,0,432,172
11906,6509,0,Herengracht,Amsterdam,Herengracht,130,15,7,1850,29000,0,0,434,172
