entryid,propid,duplicate,Database,Stad,Street,No,day,month,year,price,appraisal,HerengrachtRem,EntryIDOrig,PropIDOrig
1,1,0,SAAuctions,Amsterdam,Aalsmeerderweg,199_211_213,21,10,1931,82500,1,0,4062,344
2,1,0,SAAuctions,Amsterdam,Aalsmeerderweg,199_211_213,23,12,1949,108000,1,0,4063,344
3,2,0,SAAuctions,Amsterdam,Aalsmeerweg,3,19,11,1927,20000,1,0,2,345
4,3,0,SAAuctions,Amsterdam,Aalsmeerweg,5,19,11,1927,20000,1,0,3,346
5,4,0,SAAuctions,Amsterdam,Aalsmeerweg,7,19,11,1927,20000,1,0,4,347
6,5,0,SAAuctions,Amsterdam,Aalsmeerweg,9,19,11,1927,20000,1,0,5,348
7,6,0,SAAuctions,Amsterdam,Aalsmeerweg,10,8,11,1934,18500,1,0,6,349
8,7,0,SAAuctions,Amsterdam,Aalsmeerweg,11,6,2,1934,17000,1,0,7,350
9,7,0,SAAuctions,Amsterdam,Aalsmeerweg,11,25,6,1962,44000,0,0,8,350
10,8,0,SAAuctions,Amsterdam,Aalsmeerweg,13,6,2,1934,17000,1,0,9,351
11,8,0,SAAuctions,Amsterdam,Aalsmeerweg,13,25,6,1962,42000,0,0,10,351
12,9,0,SAAuctions,Amsterdam,Aalsmeerweg,15,6,2,1934,17000,1,0,11,352
13,9,0,SAAuctions,Amsterdam,Aalsmeerweg,15,25,6,1962,42000,0,0,12,352
14,10,0,SAAuctions,Amsterdam,Aalsmeerweg,17,6,2,1934,17000,1,0,13,353
15,10,0,SAAuctions,Amsterdam,Aalsmeerweg,17,25,6,1962,41500,0,0,14,353
16,11,0,SAAuctions,Amsterdam,Aalsmeerweg,19,12,1,1931,22000,1,0,15,354
17,11,0,SAAuctions,Amsterdam,Aalsmeerweg,19,23,1,1931,20000,1,0,16,354
18,11,0,SAAuctions,Amsterdam,Aalsmeerweg,19,21,10,1935,13500,0,0,17,354
19,12,0,SAAuctions,Amsterdam,Aalsmeerweg,21,12,1,1931,22000,1,0,18,355
20,12,0,SAAuctions,Amsterdam,Aalsmeerweg,21,23,1,1931,20000,1,0,19,355
21,12,0,SAAuctions,Amsterdam,Aalsmeerweg,21,21,10,1935,13500,0,0,20,355
22,13,0,SAAuctions,Amsterdam,Aalsmeerweg,23,12,1,1931,22000,1,0,21,356
23,13,0,SAAuctions,Amsterdam,Aalsmeerweg,23,23,1,1931,20000,1,0,22,356
24,14,0,SAAuctions,Amsterdam,Aalsmeerweg,25,12,1,1931,22000,1,0,24,357
25,14,0,SAAuctions,Amsterdam,Aalsmeerweg,25,23,1,1931,20000,1,0,25,357
26,15,0,SAAuctions,Amsterdam,Aalsmeerweg,27,12,1,1931,22000,1,0,27,358
27,15,0,SAAuctions,Amsterdam,Aalsmeerweg,27,23,1,1931,20000,1,0,28,358
28,15,0,SAAuctions,Amsterdam,Aalsmeerweg,27,21,10,1935,13500,0,0,29,358
29,16,0,SAAuctions,Amsterdam,Aalsmeerweg,29,12,1,1931,22000,1,0,30,359
30,16,0,SAAuctions,Amsterdam,Aalsmeerweg,29,23,1,1931,20000,1,0,31,359
31,16,0,SAAuctions,Amsterdam,Aalsmeerweg,29,21,10,1935,13500,0,0,32,359
32,17,0,SAAuctions,Amsterdam,Aalsmeerweg,46,20,9,1928,18000,1,0,34,360
33,18,0,SAAuctions,Amsterdam,Aalsmeerweg,48,20,9,1928,18000,1,0,35,361
34,19,0,SAAuctions,Amsterdam,Aalsmeerweg,52,6,10,1928,17000,1,0,36,362
35,20,0,SAAuctions,Amsterdam,Aalsmeerweg,54,6,10,1928,17000,1,0,38,363
36,21,0,SAAuctions,Amsterdam,Aalsmeerweg,56,6,10,1928,17000,1,0,39,364
37,22,0,SAAuctions,Amsterdam,Aalsmeerweg,58,6,10,1928,17000,1,0,44,365
38,23,0,SAAuctions,Amsterdam,Aalsmeerweg,60,6,10,1928,17000,1,0,45,366
39,24,0,SAAuctions,Amsterdam,Aalsmeerweg,61,18,12,1934,17500,1,0,46,367
40,24,0,SAAuctions,Amsterdam,Aalsmeerweg,61,4,4,1938,17000,1,0,47,367
41,25,0,SAAuctions,Amsterdam,Aalsmeerweg,62,,11,1928,16000,1,0,48,368
42,25,0,SAAuctions,Amsterdam,Aalsmeerweg,62,18,6,1936,13500,1,0,49,368
43,26,0,SAAuctions,Amsterdam,Aalsmeerweg,63,18,12,1934,17500,1,0,50,369
44,26,0,SAAuctions,Amsterdam,Aalsmeerweg,63,4,4,1938,17000,1,0,51,369
45,27,0,SAAuctions,Amsterdam,Aalsmeerweg,64,,11,1928,16000,1,0,52,370
46,27,0,SAAuctions,Amsterdam,Aalsmeerweg,64,18,6,1936,13500,1,0,53,370
47,28,0,SAAuctions,Amsterdam,Aalsmeerweg,65,18,12,1934,17500,1,0,54,371
48,28,0,SAAuctions,Amsterdam,Aalsmeerweg,65,4,4,1938,17000,1,0,55,371
49,29,0,SAAuctions,Amsterdam,Aalsmeerweg,66,,11,1928,16000,1,0,56,372
50,29,0,SAAuctions,Amsterdam,Aalsmeerweg,66,18,6,1936,13500,1,0,57,372
51,30,0,SAAuctions,Amsterdam,Aalsmeerweg,67,18,12,1934,17500,1,0,58,373
52,30,0,SAAuctions,Amsterdam,Aalsmeerweg,67,4,4,1938,18000,1,0,59,373
53,31,0,SAAuctions,Amsterdam,Aalsmeerweg,68,,11,1928,16000,1,0,60,374
54,32,0,SAAuctions,Amsterdam,Aalsmeerweg,70,,11,1928,16000,1,0,61,375
55,32,0,SAAuctions,Amsterdam,Aalsmeerweg,70,27,11,1978,142000,0,0,62,375
56,33,0,SAAuctions,Amsterdam,Aalsmeerweg,83,3,12,1928,17000,1,0,65,376
57,34,0,SAAuctions,Amsterdam,Aalsmeerweg,30_32_34_36,2,5,1947,70000,1,0,33,377
58,35,0,SAAuctions,Amsterdam,Aalsmeerweg,54_56,6,10,1928,34000,1,0,40,378
59,35,0,SAAuctions,Amsterdam,Aalsmeerweg,54_56,15,12,1949,57000,0,0,41,378
60,35,0,SAAuctions,Amsterdam,Aalsmeerweg,54_56,1,7,1960,95000,0,0,42,378
61,36,0,SAAuctions,Amsterdam,Aalsmeerweg,72_74,,11,1928,15000,1,0,63,379
62,37,0,SAAuctions,Amsterdam,Aalsmeerweg,79_81,3,12,1928,17000,1,0,64,380
63,38,0,SAAuctions,Amsterdam,Abbenesstraat,17,28,5,1979,116800,0,0,66,381
64,39,0,SAAuctions,Amsterdam,Abbenesstraat,19,28,5,1979,120000,0,0,67,382
65,40,0,SAAuctions,Amsterdam,Abbenesstraat,17_19,28,5,1979,236801,0,0,68,383
66,41,0,SAAuctions,Amsterdam,Abbenesstraat,21_27,28,5,1979,240000,0,0,69,384
67,42,0,SAAuctions,Amsterdam,Achillesstraat,89,24,7,1961,52000,0,0,77,385
68,43,0,SAAuctions,Amsterdam,Achillesstraat,142,25,8,1931,21000,1,0,80,386
69,44,0,SAAuctions,Amsterdam,Achillesstraat,144,25,8,1931,21000,1,0,81,387
70,45,0,SAAuctions,Amsterdam,Achillesstraat,69_75_48_54_8_18,1,1,1951,296000,1,0,75,390
71,46,0,SAAuctions,Amsterdam,Achillesstraat,92_94,2,9,1947,20000,1,0,78,388
72,47,0,SAAuctions,Amsterdam,Achillesstraat,93_99_37_43_24_38,1,1,1951,328000,1,0,76,391
73,48,0,SAAuctions,Amsterdam,Achillesstraat,96_98,14,5,1973,86100,0,0,79,389
74,49,0,SAAuctions,Amsterdam,Achter Oosteinde,8,2,3,1903,9910,0,0,182,392
75,50,0,SAAuctions,Amsterdam,Achter Oosteinde,13,16,1,1956,16600,0,0,24636,393
76,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,5,4,1917,30000,1,0,164,394
77,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,28,7,1920,50000,1,0,165,394
78,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,,11,1922,50000,1,0,166,394
79,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,,12,1923,50000,1,0,167,394
80,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,,2,1925,50000,1,0,168,394
81,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,8,4,1927,40000,1,0,169,394
82,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,,10,1927,50000,1,0,170,394
83,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,,3,1930,45000,1,0,171,394
84,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,,6,1932,40000,1,0,172,394
85,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,,9,1934,35000,1,0,173,394
86,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,1,1,1941,40000,0,0,174,394
87,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,1,1,1942,45000,0,0,175,394
88,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,20,5,1948,70000,1,0,176,394
89,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,21,2,1952,200000,1,0,177,394
90,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,9,6,1955,250000,1,0,178,394
91,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,5,1,1956,300000,1,0,179,394
92,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,3,1,1957,330000,1,0,180,394
93,51,0,SAAuctions,Amsterdam,Achter Oosteinde,2_4_6,23,6,1959,380000,1,0,181,394
94,52,0,SAAuctions,Amsterdam,Achtergracht,1,9,5,1940,8000,1,0,82,395
95,52,0,SAAuctions,Amsterdam,Achtergracht,1,23,6,1944,10000,1,0,83,395
96,53,0,SAAuctions,Amsterdam,Achtergracht,2,5,4,1917,25000,1,0,84,396
97,53,0,SAAuctions,Amsterdam,Achtergracht,2,23,7,1920,50000,1,0,85,396
98,53,0,SAAuctions,Amsterdam,Achtergracht,2,,11,1922,37000,1,0,86,396
99,53,0,SAAuctions,Amsterdam,Achtergracht,2,8,4,1927,34000,1,0,87,396
100,53,0,SAAuctions,Amsterdam,Achtergracht,2,1,1,1941,20000,0,0,88,396
101,53,0,SAAuctions,Amsterdam,Achtergracht,2,1,1,1942,25000,0,0,89,396
102,53,0,SAAuctions,Amsterdam,Achtergracht,2,20,5,1948,65000,1,0,90,396
103,53,0,SAAuctions,Amsterdam,Achtergracht,2,25,2,1952,100000,1,0,91,396
104,53,0,SAAuctions,Amsterdam,Achtergracht,2,21,12,1956,125000,1,0,92,396
105,53,0,SAAuctions,Amsterdam,Achtergracht,2,23,6,1959,150000,1,0,93,396
106,54,0,SAAuctions,Amsterdam,Achtergracht,7,17,4,1905,10810,0,0,94,397
107,55,0,SAAuctions,Amsterdam,Achtergracht,10,15,10,1931,20000,1,0,97,398
108,55,0,SAAuctions,Amsterdam,Achtergracht,10,10,3,1943,30000,1,0,98,398
109,56,0,SAAuctions,Amsterdam,Achtergracht,12,15,10,1931,20000,1,0,99,399
110,56,0,SAAuctions,Amsterdam,Achtergracht,12,10,3,1943,30000,1,0,100,399
111,57,0,SAAuctions,Amsterdam,Achtergracht,14,15,10,1917,25000,1,0,101,400
112,57,0,SAAuctions,Amsterdam,Achtergracht,14,23,7,1920,40000,1,0,102,400
113,57,0,SAAuctions,Amsterdam,Achtergracht,14,,11,1922,35000,1,0,103,400
114,57,0,SAAuctions,Amsterdam,Achtergracht,14,8,4,1927,28000,1,0,104,400
115,57,0,SAAuctions,Amsterdam,Achtergracht,14,1,1,1941,17000,0,0,105,400
116,57,0,SAAuctions,Amsterdam,Achtergracht,14,7,9,1942,20000,0,0,106,400
117,57,0,SAAuctions,Amsterdam,Achtergracht,14,20,5,1948,55000,1,0,107,400
118,57,0,SAAuctions,Amsterdam,Achtergracht,14,21,2,1952,80000,1,0,108,400
119,57,0,SAAuctions,Amsterdam,Achtergracht,14,21,12,1956,100000,1,0,109,400
120,57,0,SAAuctions,Amsterdam,Achtergracht,14,23,6,1959,120000,1,0,110,400
121,58,0,SAAuctions,Amsterdam,Achtergracht,15,11,5,1896,13000,0,0,112,401
122,58,0,SAAuctions,Amsterdam,Achtergracht,15,12,2,1918,21000,1,0,111,401
123,58,0,SAAuctions,Amsterdam,Achtergracht,15,9,5,1932,18900,0,0,113,401
124,58,0,SAAuctions,Amsterdam,Achtergracht,15,5,9,1949,20000,1,0,114,401
125,58,0,SAAuctions,Amsterdam,Achtergracht,15,15,2,1968,42500,1,0,115,401
126,59,0,SAAuctions,Amsterdam,Achtergracht,16,9,12,1912,16500,1,0,117,402
127,59,0,SAAuctions,Amsterdam,Achtergracht,16,5,4,1917,20000,1,0,116,402
128,59,0,SAAuctions,Amsterdam,Achtergracht,16,23,7,1920,40000,1,0,118,402
129,59,0,SAAuctions,Amsterdam,Achtergracht,16,,11,1922,35000,1,0,119,402
130,59,0,SAAuctions,Amsterdam,Achtergracht,16,8,4,1927,28000,1,0,120,402
131,59,0,SAAuctions,Amsterdam,Achtergracht,16,1,1,1941,17000,0,0,121,402
132,59,0,SAAuctions,Amsterdam,Achtergracht,16,7,9,1942,20000,0,0,122,402
133,59,0,SAAuctions,Amsterdam,Achtergracht,16,20,5,1948,55000,1,0,123,402
134,59,0,SAAuctions,Amsterdam,Achtergracht,16,21,2,1952,80000,1,0,124,402
135,59,0,SAAuctions,Amsterdam,Achtergracht,16,21,12,1956,100000,1,0,125,402
136,59,0,SAAuctions,Amsterdam,Achtergracht,16,23,6,1959,120000,1,0,126,402
137,60,0,SAAuctions,Amsterdam,Achtergracht,18,9,9,1920,40000,1,0,129,403
138,60,0,SAAuctions,Amsterdam,Achtergracht,18,18,10,1937,10900,0,0,130,403
139,60,0,SAAuctions,Amsterdam,Achtergracht,18,1,1,1941,17000,0,0,131,403
140,60,0,SAAuctions,Amsterdam,Achtergracht,18,7,9,1942,20000,0,0,132,403
141,60,0,SAAuctions,Amsterdam,Achtergracht,18,21,2,1952,80000,1,0,133,403
142,60,0,SAAuctions,Amsterdam,Achtergracht,18,21,12,1956,100000,1,0,134,403
143,60,0,SAAuctions,Amsterdam,Achtergracht,18,26,6,1959,120000,1,0,135,403
144,61,0,SAAuctions,Amsterdam,Achtergracht,20,24,1,1921,40000,1,0,136,404
145,61,1,SAAuctions,Amsterdam,Achtergracht,20,20,6,1921,40000,1,0,137,404
146,61,0,SAAuctions,Amsterdam,Achtergracht,20,,11,1922,35000,1,0,138,404
147,61,0,SAAuctions,Amsterdam,Achtergracht,20,1,1,1941,17000,0,0,139,404
148,61,0,SAAuctions,Amsterdam,Achtergracht,20,7,9,1942,20000,0,0,140,404
149,61,0,SAAuctions,Amsterdam,Achtergracht,20,20,5,1948,55000,1,0,141,404
150,61,0,SAAuctions,Amsterdam,Achtergracht,20,21,2,1952,80000,1,0,142,404
151,61,0,SAAuctions,Amsterdam,Achtergracht,20,21,12,1956,100000,1,0,143,404
152,61,0,SAAuctions,Amsterdam,Achtergracht,20,26,6,1959,120000,1,0,144,404
153,62,0,SAAuctions,Amsterdam,Achtergracht,21,1,2,1904,11901,0,0,145,405
154,62,0,SAAuctions,Amsterdam,Achtergracht,21,28,10,1918,10730,0,0,146,405
155,62,0,SAAuctions,Amsterdam,Achtergracht,21,21,1,1929,19600,0,0,147,405
156,63,0,SAAuctions,Amsterdam,Achtergracht,23,24,2,1937,11000,1,0,148,406
157,63,0,SAAuctions,Amsterdam,Achtergracht,23,,,1941,11400,0,0,149,406
158,64,0,SAAuctions,Amsterdam,Achtergracht,24,9,5,1892,12750,0,0,150,407
159,64,0,SAAuctions,Amsterdam,Achtergracht,24,13,10,1924,26000,1,0,151,407
160,64,0,SAAuctions,Amsterdam,Achtergracht,24,25,4,1949,17500,0,0,152,407
161,65,0,SAAuctions,Amsterdam,Achtergracht,25,2,11,1908,8000,0,0,153,408
162,65,0,SAAuctions,Amsterdam,Achtergracht,25,18,12,1916,11000,0,0,154,408
163,65,0,SAAuctions,Amsterdam,Achtergracht,25,19,5,1941,11400,0,0,155,408
164,66,0,SAAuctions,Amsterdam,Achtergracht,29,27,9,1909,10600,0,0,157,409
165,66,0,SAAuctions,Amsterdam,Achtergracht,29,4,12,1915,10000,1,0,156,409
166,67,0,SAAuctions,Amsterdam,Achtergracht,32,16,6,1924,4110,0,0,159,410
167,68,0,SAAuctions,Amsterdam,Achtergracht,33,22,9,1947,19800,0,0,158,411
168,69,0,SAAuctions,Amsterdam,Achtergracht,35,9,5,1935,5000,1,0,162,412
169,69,0,SAAuctions,Amsterdam,Achtergracht,35,18,12,1950,5700,0,0,163,412
170,70,0,SAAuctions,Amsterdam,Achtergracht,45,4,3,1924,14000,1,0,160,413
171,70,0,SAAuctions,Amsterdam,Achtergracht,45,11,7,1925,14000,1,0,161,413
172,71,0,SAAuctions,Amsterdam,Achtergracht,17_19,15,10,1931,55000,1,0,127,414
173,71,0,SAAuctions,Amsterdam,Achtergracht,17_19,1,6,1953,67000,0,0,128,414
174,72,0,SAAuctions,Amsterdam,Achtergracht,9_11,10,8,1917,40000,1,0,95,415
175,72,0,SAAuctions,Amsterdam,Achtergracht,9_11,9,4,1934,28000,1,0,96,415
176,73,0,SAAuctions,Amsterdam,Adelaarsweg,57,2,12,1924,12500,1,0,184,416
177,74,0,SAAuctions,Amsterdam,Adelaarsweg,58,2,12,1924,12500,1,0,185,417
178,75,0,SAAuctions,Amsterdam,Adelaarsweg,59,2,12,1924,12500,1,0,186,418
179,76,0,SAAuctions,Amsterdam,Adelaarsweg,134_139_1_3_5,19,10,1964,138000,0,0,187,421
180,77,0,SAAuctions,Amsterdam,Adelaarsweg,329_331,17,11,1933,25000,1,0,188,419
181,77,0,SAAuctions,Amsterdam,Adelaarsweg,329_331,10,11,1938,22000,1,0,189,419
182,78,0,SAAuctions,Amsterdam,Adelaarsweg,49_50,7,2,1949,13000,0,0,183,420
183,79,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,12,11,9,1919,35000,1,0,190,422
184,80,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,14,11,9,1919,25000,1,0,191,423
185,81,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,16,11,9,1919,24000,1,0,192,424
186,82,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,18,11,9,1919,20000,1,0,193,425
187,83,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,20,11,9,1919,20000,1,0,194,426
188,84,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,22,11,9,1919,20000,1,0,195,427
189,85,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,24,11,9,1919,21500,1,0,198,428
190,86,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,26,11,9,1919,20500,1,0,199,429
191,87,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,27,10,4,1922,46000,0,0,196,430
192,87,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,27,23,10,1923,45000,1,0,197,430
193,88,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,28,11,9,1919,22500,1,0,200,431
194,89,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,29,11,6,1923,26200,0,0,201,432
195,90,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,30,11,9,1919,22500,1,0,202,433
196,91,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,32,11,9,1919,22500,1,0,203,434
197,92,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,34,11,9,1919,22500,1,0,204,435
198,93,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,36,11,9,1919,22500,1,0,205,436
199,93,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,36,13,12,1927,30000,1,0,206,436
200,94,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,38,11,9,1919,22500,1,0,207,437
201,94,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,38,13,12,1927,30000,1,0,208,437
202,95,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,39,,7,1931,26000,1,0,209,438
203,96,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,40,11,9,1919,22500,1,0,210,439
204,96,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,40,13,12,1927,30000,1,0,211,439
205,97,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,42,11,9,1919,22000,1,0,212,440
206,97,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,42,13,12,1927,30000,1,0,213,440
207,98,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,43,4,4,1923,20000,1,0,214,441
208,99,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,44,11,9,1919,19000,1,0,215,442
209,99,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,44,13,12,1927,30000,1,0,216,442
210,100,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,45,17,12,1929,30000,1,0,217,443
211,100,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,45,9,10,1978,138000,0,0,218,443
212,101,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,46,11,9,1919,18000,1,0,221,444
213,101,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,46,13,12,1927,30000,1,0,222,444
214,102,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,47,9,10,1978,126000,0,0,219,445
215,103,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,48,13,12,1927,30000,1,0,223,446
216,104,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,49,9,2,1948,44200,0,0,224,447
217,105,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,50,13,12,1927,30000,1,0,225,448
218,106,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,52,29,6,1915,17000,1,0,226,449
219,106,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,52,10,4,1919,19500,1,0,227,449
220,107,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,54,29,6,1915,18500,1,0,229,450
221,107,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,54,10,4,1919,24000,1,0,230,450
222,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,2,4,1920,297500,1,0,232,451
223,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,,9,1921,297500,1,0,233,451
224,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,,11,1922,225000,1,0,234,451
225,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,,12,1923,212500,1,0,235,451
226,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,,2,1925,212500,1,0,236,451
227,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,,10,1927,200000,1,0,237,451
228,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,,3,1930,200000,1,0,238,451
229,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,,6,1932,150000,1,0,239,451
230,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,,9,1934,150000,1,0,240,451
231,108,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,56,29,6,1937,110000,1,0,241,451
232,109,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,59,16,12,1929,30000,1,0,242,452
233,109,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,59,,7,1931,34000,1,0,243,452
234,110,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,61,,7,1931,33000,1,0,244,453
235,111,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,65,,12,1922,20000,1,0,245,454
236,112,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,67,,12,1922,22000,1,0,246,455
237,113,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,71,,12,1922,21500,1,0,247,456
238,114,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,73,,12,1922,21000,1,0,248,457
239,115,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,75,23,5,1966,73200,0,0,249,458
240,116,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,77,4,9,1913,14500,1,0,250,459
241,116,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,77,19,12,1966,81000,0,0,251,459
242,117,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,92,25,3,1938,18000,1,0,252,460
243,118,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,93,20,3,1919,28000,1,0,253,461
244,118,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,93,16,11,1925,27400,0,0,255,461
245,118,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,93,20,7,1951,35000,1,0,256,461
246,119,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,94,25,3,1938,19000,1,0,257,462
247,120,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,96,25,3,1938,21000,1,0,258,463
248,121,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,98,14,10,1924,27500,1,0,259,464
249,121,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,98,17,8,1931,22000,1,0,260,464
250,122,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,103,3,12,1923,39500,0,0,263,465
251,122,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,103,25,6,1925,25000,1,0,264,465
252,123,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,106,17,10,1932,20000,1,0,265,466
253,124,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,108,17,10,1932,20000,1,0,267,467
254,124,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,108,13,4,1959,30200,0,0,266,467
255,125,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,109,27,6,1949,37600,0,0,268,468
256,126,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,112,3,12,1923,20600,0,0,269,469
257,126,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,112,22,12,1926,20000,1,0,270,469
258,127,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,114,3,12,1923,20700,0,0,271,470
259,128,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,116,3,12,1923,20700,0,0,272,471
260,129,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,117,12,11,1928,27450,0,0,273,472
261,129,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,117,21,4,1969,59000,0,0,275,472
262,130,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,123,26,9,1960,50070,0,0,276,473
263,131,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,125,26,9,1960,52500,0,0,277,474
264,132,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,127,20,2,1956,40000,0,0,281,475
265,133,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,130,21,1,1921,21000,1,0,282,476
266,134,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,131,5,6,1923,25000,1,0,284,477
267,134,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,131,26,6,1923,27000,1,0,285,477
268,134,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,131,28,4,1948,30000,1,0,286,477
269,134,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,131,30,11,1964,75000,0,0,283,477
270,135,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,132,21,1,1921,20000,1,0,287,478
271,135,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,132,20,3,1947,22750,1,0,288,478
272,136,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,133,15,9,1923,26000,1,0,289,479
273,136,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,133,5,2,1962,60000,0,0,290,479
274,137,0,SAAuctions,Amsterdam,Admiraal de Ruyterweg,134,21,1,1921,21000,1,0,291,480
